,control_04,max
660.45557,50.0,50.0
561.3503,50.0,50.0
544.3811,50.0,50.0
576.5646,50.0,50.0
565.4151,50.0,50.0
518.48737,50.0,50.0
620.4225,50.0,50.0
669.4952,50.0,50.0
634.14185,50.0,50.0
471.3296,50.0,50.0
626.17224,50.0,50.0
339.22586,50.0,50.0
614.5528,50.0,50.0
309.2773,50.0,50.0
410.38248,50.0,50.0
343.26068,50.0,50.0
692.4391,49.0,49.0
574.39465,49.0,49.0
799.65894,49.0,49.0
348.06046,49.0,49.0
911.47363,49.0,49.0
555.39557,49.0,49.0
480.38916,49.0,49.0
441.32602,49.0,49.0
465.11487,49.0,49.0
729.5823,49.0,49.0
453.36545,49.0,49.0
793.4592,49.0,49.0
476.39435,49.0,49.0
760.17084,49.0,49.0
417.36716,49.0,49.0
427.31168,49.0,49.0
450.3006,49.0,49.0
779.5999,49.0,49.0
676.3848,49.0,49.0
440.35605,49.0,49.0
734.48206,49.0,49.0
758.5959,49.0,49.0
307.2974,49.0,49.0
424.2918,49.0,49.0
455.31033,48.0,48.0
730.42725,48.0,48.0
570.35486,48.0,48.0
637.1317,48.0,48.0
815.6282,48.0,48.0
392.33835,48.0,48.0
689.39923,48.0,48.0
654.5909,48.0,48.0
364.0897,48.0,48.0
796.4491,48.0,48.0
644.39636,48.0,48.0
421.37695,48.0,48.0
659.5156,48.0,48.0
312.05716,48.0,48.0
673.40497,48.0,48.0
878.5852,48.0,48.0
549.54083,48.0,48.0
498.08832,48.0,48.0
588.404,47.0,47.0
558.3604,47.0,47.0
538.51636,47.0,47.0
627.39716,47.0,47.0
589.47894,47.0,47.0
661.4605,47.0,47.0
562.3503,47.0,47.0
545.1111,47.0,47.0
632.42194,47.0,47.0
660.39056,47.0,47.0
477.3943,47.0,47.0
579.35443,47.0,47.0
534.3966,47.0,47.0
389.3685,47.0,47.0
359.28992,47.0,47.0
445.3308,47.0,47.0
504.388,47.0,47.0
700.4187,47.0,47.0
517.3924,47.0,47.0
903.489,47.0,47.0
426.37674,47.0,47.0
723.5176,47.0,47.0
510.39774,47.0,47.0
463.34998,47.0,47.0
604.39825,47.0,47.0
584.1242,47.0,47.0
628.5021,47.0,47.0
556.4055,46.0,46.0
624.1573,46.0,46.0
787.1945,46.0,46.0
429.36658,46.0,46.0
548.40094,46.0,46.0
465.32986,46.0,46.0
785.1796,46.0,46.0
820.553,46.0,46.0
391.2534,46.0,46.0
600.40845,46.0,46.0
512.3776,46.0,46.0
704.47845,46.0,46.0
603.3933,46.0,46.0
492.3136,46.0,46.0
667.43024,46.0,46.0
511.46768,46.0,46.0
533.3916,46.0,46.0
382.35382,46.0,46.0
418.30212,46.0,46.0
576.4096,46.0,46.0
387.2486,45.0,45.0
532.38165,45.0,45.0
409.05756,45.0,45.0
711.48816,45.0,45.0
543.3262,45.0,45.0
591.39886,45.0,45.0
772.55524,45.0,45.0
773.18024,45.0,45.0
685.5644,45.0,45.0
386.27863,45.0,45.0
481.3591,45.0,45.0
599.5335,45.0,45.0
559.3704,45.0,45.0
639.3966,45.0,45.0
561.3903,45.0,45.0
697.6438,45.0,45.0
622.4374,45.0,45.0
699.4187,45.0,45.0
516.38745,45.0,45.0
601.4184,45.0,45.0
729.4773,45.0,45.0
723.5376,45.0,45.0
573.3897,45.0,45.0
712.4881,45.0,45.0
372.3193,45.0,45.0
665.41034,44.0,44.0
715.44794,44.0,44.0
524.10706,44.0,44.0
439.3861,44.0,44.0
541.33124,44.0,44.0
668.4302,44.0,44.0
524.47205,44.0,44.0
627.56213,44.0,44.0
690.42914,44.0,44.0
461.36005,44.0,44.0
597.4236,44.0,44.0
800.5739,44.0,44.0
731.4622,44.0,44.0
703.46356,44.0,44.0
413.33734,44.0,44.0
823.6028,44.0,44.0
688.41925,44.0,44.0
799.194,44.0,44.0
634.4368,44.0,44.0
571.3848,44.0,44.0
811.1934,44.0,44.0
626.5822,44.0,44.0
451.33054,44.0,44.0
723.1726,44.0,44.0
365.23962,44.0,44.0
374.2842,43.0,43.0
595.1187,43.0,43.0
641.5065,43.0,43.0
640.40155,43.0,43.0
600.46844,43.0,43.0
605.3982,43.0,43.0
440.31607,43.0,43.0
433.3764,43.0,43.0
314.07208,43.0,43.0
450.34558,43.0,43.0
394.35324,43.0,43.0
614.37775,43.0,43.0
625.41724,43.0,43.0
311.2322,43.0,43.0
837.6121,43.0,43.0
651.43604,43.0,43.0
682.5495,43.0,43.0
319.2318,43.0,43.0
861.611,43.0,43.0
584.5092,43.0,43.0
385.3737,43.0,43.0
664.4104,43.0,43.0
493.32855,43.0,43.0
683.4195,43.0,43.0
804.5737,43.0,43.0
510.32272,43.0,43.0
579.38446,43.0,43.0
413.37234,42.0,42.0
697.43884,42.0,42.0
676.4198,42.0,42.0
313.0371,42.0,42.0
424.3268,42.0,42.0
453.29544,42.0,42.0
631.42194,42.0,42.0
358.03497,42.0,42.0
623.4973,42.0,42.0
659.42065,42.0,42.0
683.62946,42.0,42.0
503.49805,42.0,42.0
535.40155,42.0,42.0
396.36816,42.0,42.0
341.0358,42.0,42.0
642.5164,42.0,42.0
547.40094,42.0,42.0
353.2402,42.0,42.0
581.41437,42.0,42.0
650.47107,42.0,42.0
608.418,42.0,42.0
721.1527,42.0,42.0
529.39685,42.0,42.0
829.54755,42.0,42.0
371.25436,42.0,42.0
666.4303,42.0,42.0
652.40594,42.0,42.0
639.4366,42.0,42.0
652.53094,42.0,42.0
707.4583,41.0,41.0
697.5238,41.0,41.0
405.09274,41.0,41.0
756.446,41.0,41.0
505.39297,41.0,41.0
689.4242,41.0,41.0
468.43973,41.0,41.0
849.5816,41.0,41.0
325.00156,41.0,41.0
645.4063,41.0,41.0
640.5015,41.0,41.0
758.4509,41.0,41.0
324.0566,41.0,41.0
538.3614,41.0,41.0
732.46716,41.0,41.0
537.41644,41.0,41.0
589.384,41.0,41.0
661.13055,41.0,41.0
426.30673,41.0,41.0
557.3955,41.0,41.0
578.4195,41.0,41.0
627.4921,41.0,41.0
630.417,41.0,41.0
615.3977,41.0,41.0
665.48535,41.0,41.0
590.4239,40.0,40.0
409.37253,40.0,40.0
645.5013,40.0,40.0
862.66595,40.0,40.0
358.31497,40.0,40.0
307.2124,40.0,40.0
649.4661,40.0,40.0
462.345,40.0,40.0
591.4289,40.0,40.0
840.637,40.0,40.0
307.2374,40.0,40.0
530.5268,40.0,40.0
475.3894,40.0,40.0
616.3977,40.0,40.0
607.5031,40.0,40.0
480.35416,40.0,40.0
529.4568,40.0,40.0
388.25354,40.0,40.0
485.08392,40.0,40.0
400.36298,40.0,40.0
308.24734,40.0,40.0
541.41125,40.0,40.0
721.4377,39.0,39.0
589.41895,39.0,39.0
698.4388,39.0,39.0
733.6071,39.0,39.0
611.1179,39.0,39.0
312.23715,39.0,39.0
575.3646,39.0,39.0
571.1198,39.0,39.0
737.5719,39.0,39.0
359.25992,39.0,39.0
605.6032,39.0,39.0
474.37943,39.0,39.0
741.5567,39.0,39.0
655.42084,39.0,39.0
562.39026,39.0,39.0
515.3825,39.0,39.0
797.4941,39.0,39.0
783.6197,39.0,39.0
343.2957,39.0,39.0
681.47955,39.0,39.0
672.455,38.0,38.0
611.4029,38.0,38.0
696.4189,38.0,38.0
805.5187,38.0,38.0
365.06464,38.0,38.0
329.24136,38.0,38.0
449.08563,38.0,38.0
594.40875,38.0,38.0
511.0977,38.0,38.0
300.27774,38.0,38.0
734.53204,38.0,38.0
587.40405,38.0,38.0
827.6226,38.0,38.0
722.5426,38.0,38.0
695.4239,38.0,38.0
848.5816,38.0,38.0
654.4159,38.0,38.0
399.358,38.0,38.0
482.35907,38.0,38.0
610.39294,38.0,38.0
598.13855,37.0,37.0
641.4065,37.0,37.0
683.4945,37.0,37.0
367.01956,37.0,37.0
367.04956,37.0,37.0
469.43967,37.0,37.0
420.372,37.0,37.0
637.4167,37.0,37.0
871.5405,37.0,37.0
716.4829,37.0,37.0
538.4214,37.0,37.0
327.22644,37.0,37.0
713.49304,37.0,37.0
569.37994,37.0,37.0
782.61475,37.0,37.0
560.41534,37.0,37.0
553.3507,37.0,37.0
422.3869,37.0,37.0
686.46936,37.0,37.0
783.5947,37.0,37.0
681.4046,37.0,37.0
543.37616,37.0,37.0
470.32962,37.0,37.0
642.5864,37.0,37.0
670.4101,37.0,37.0
612.4079,36.0,36.0
300.23773,36.0,36.0
702.46356,36.0,36.0
773.5502,36.0,36.0
349.0104,36.0,36.0
668.5302,36.0,36.0
592.3938,36.0,36.0
546.521,36.0,36.0
680.43463,36.0,36.0
804.51373,36.0,36.0
839.6321,36.0,36.0
621.38745,36.0,36.0
495.39844,36.0,36.0
899.6192,36.0,36.0
673.52997,35.0,35.0
316.30698,35.0,35.0
335.0511,35.0,35.0
524.40704,35.0,35.0
710.5782,35.0,35.0
758.5009,35.0,35.0
679.4297,35.0,35.0
545.39105,35.0,35.0
441.411,35.0,35.0
739.4318,35.0,35.0
378.994,35.0,35.0
684.6344,35.0,35.0
718.4578,35.0,35.0
761.6158,35.0,35.0
641.5815,35.0,35.0
598.39355,35.0,35.0
373.33926,35.0,35.0
857.5762,35.0,35.0
450.37558,34.0,34.0
338.3359,34.0,34.0
826.59265,34.0,34.0
414.3773,34.0,34.0
600.53845,34.0,34.0
554.35565,34.0,34.0
824.57776,34.0,34.0
390.36844,34.0,34.0
302.28763,34.0,34.0
580.3994,34.0,34.0
636.41675,34.0,34.0
511.39767,34.0,34.0
496.3884,34.0,34.0
411.39243,34.0,34.0
341.0658,34.0,34.0
628.3971,34.0,34.0
593.39874,33.0,33.0
596.12366,33.0,33.0
577.5695,33.0,33.0
352.05527,33.0,33.0
564.40515,33.0,33.0
682.41455,33.0,33.0
555.4256,33.0,33.0
633.4319,33.0,33.0
363.01974,33.0,33.0
634.4018,33.0,33.0
653.4159,33.0,33.0
330.3213,33.0,33.0
364.99963,32.0,32.0
622.4024,32.0,32.0
821.5529,32.0,32.0
635.3968,32.0,32.0
317.27692,32.0,32.0
613.3928,32.0,32.0
667.52026,32.0,32.0
323.05164,32.0,32.0
369.37445,32.0,32.0
497.38834,32.0,32.0
524.392,32.0,32.0
341.24078,32.0,32.0
383.0438,32.0,32.0
427.38168,31.0,31.0
558.40045,31.0,31.0
663.41547,31.0,31.0
441.366,31.0,31.0
656.4258,31.0,31.0
651.396,31.0,31.0
808.6085,31.0,31.0
718.4228,31.0,31.0
931.5227,31.0,31.0
669.4352,31.0,31.0
730.4622,31.0,31.0
561.4253,31.0,31.0
640.57153,30.0,30.0
317.2419,30.0,30.0
671.42505,30.0,30.0
598.5485,30.0,30.0
796.5491,30.0,30.0
786.6246,30.0,30.0
655.5208,30.0,30.0
617.41266,30.0,30.0
402.26788,30.0,30.0
745.44653,30.0,30.0
691.4291,30.0,30.0
623.40234,30.0,30.0
343.3307,30.0,30.0
623.4423,30.0,30.0
384.36374,30.0,30.0
654.51587,29.0,29.0
595.4037,29.0,29.0
373.37424,29.0,29.0
491.06863,29.0,29.0
326.0665,29.0,29.0
811.62836,29.0,29.0
855.4613,29.0,29.0
344.30063,28.0,28.0
330.2463,28.0,28.0
679.46967,28.0,28.0
629.41205,27.0,27.0
303.29758,27.0,27.0
345.31058,26.0,26.0
706.4584,26.0,26.0
421.06198,25.0,25.0
310.07727,25.0,25.0
661.4005,25.0,25.0
536.4115,25.0,25.0
530.4618,24.0,24.0
350.99033,24.0,24.0
598.5285,24.0,24.0
366.36957,24.0,24.0
344.33563,23.0,23.0
912.4786,23.0,23.0
363.08475,22.0,22.0
302.25262,21.0,21.0
357.345,19.0,19.0
312.32214,19.0,19.0
303.26257,19.0,19.0
358.35495,17.0,17.0
370.0194,16.0,16.0
635.4418,16.0,16.0
323.23163,9.0,9.0
